Player,Pos,Team,Num,Height,Weight,DOB
"Onwenu, Mike",OL,NE,71,"6'3""",350 lbs,12/10/97
"Onwuzurike, Levi",DL,DET,91,"6'3""",290 lbs,3/3/98
"Onyemata, David",DL,ATL,90,"6'3""",300 lbs,11/13/92
"Opeta, Sua",G,PHI,78,"6'4""",305 lbs,8/15/96
"Orzech, Matthew",LS,GB,42,"6'3""",245 lbs,4/12/95
"Osborn, K.J.",WR,MIN,17,"5'11""",203 lbs,6/10/97
"Ossai, Joseph",DE,CIN,58,"6'4""",263 lbs,4/13/00
"Ott, Tyler",LS,BAL,69,"6'3""",252 lbs,2/28/92
"Otton, Cade",TE,TB,88,"6'5""",247 lbs,4/15/99
"Overshown, DeMarvion",LB,DAL,35,"6'2""",220 lbs,8/13/00
"Oweh, Odafe",LB,BAL,99,"6'5""",257 lbs,12/15/98
"Owens, Gervarrius",DB,NYG,39,"6'0""",200 lbs,10/14/99
"Owens, Jonathan",S,GB,34,"5'11""",210 lbs,7/22/95
"Owusu-Koramoah, Jeremiah",LB,CLE,6,"6'2""",221 lbs,11/4/99
"Pace Jr., Ivan",LB,MIN,40,"5'10""",231 lbs,12/16/00
"Pacheco, Isiah",RB,KC,10,"5'10""",216 lbs,3/2/99
"Palczewski, Alex",OT,DEN,63,"6'6""",314 lbs,8/3/99
"Palmer, Joshua",WR,LAC,5,"6'1""",210 lbs,9/22/99
"Palmer, Trey",WR,TB,10,"6'0""",192 lbs,4/2/01
"Pappoe, Owen",LB,ARI,44,"6'0""",225 lbs,9/29/00
"Parham, Dylan",G,LV,66,"6'3""",285 lbs,8/24/99
"Parham Jr., Donald",TE,LAC,89,"6'8""",237 lbs,8/16/97
"Parker, DeVante",WR,NE,1,"6'3""",215 lbs,1/20/93
"Parkinson, Colby",TE,SEA,84,"6'7""",251 lbs,1/8/99
"Parsons, Micah",LB,DAL,11,"6'3""",245 lbs,5/26/99
"Pascal, Zach",WR,ARI,0,"6'2""",215 lbs,12/18/94
"Paschal, Josh",DL,DET,93,"6'3""",274 lbs,12/17/99
"Patrick, Lucas",OL,CHI,62,"6'3""",313 lbs,7/30/93
"Patrick, Tim",WR,DEN,12,"6'4""",212 lbs,11/23/93
"Patterson, Cordarrelle",RB,ATL,84,"6'2""",220 lbs,3/17/91
"Patterson, Jarrett",C,HOU,68,"6'4""",310 lbs,9/1/99
"Patterson, Riley",K,DET,36,"6'0""",195 lbs,9/7/99
"Paul, Chris",G,WAS,75,"6'4""",324 lbs,11/19/98
"Paye, Kwity",DE,IND,51,"6'3""",265 lbs,11/19/98
"Payne, Daron",DT,WAS,94,"6'3""",320 lbs,5/27/97
"Peart, Matt",OT,NYG,74,"6'7""",318 lbs,6/11/97
"Peat, Andrus",G,NO,75,"6'7""",316 lbs,11/4/93
"Peevy, Jayden",DE,TEN,92,"6'5""",308 lbs,9/3/99
"Penning, Trevor",OT,NO,70,"6'7""",325 lbs,5/15/99
"Penny, Rashaad",RB,PHI,23,"5'11""",220 lbs,2/2/96
"Peoples-Jones, Donovan",WR,CLE,11,"6'2""",204 lbs,2/19/99
"Pepper, Taybor",LS,SF,46,"6'4""",245 lbs,5/28/94
"Peppers, Jabrill",DB,NE,5,"5'11""",217 lbs,10/4/95
"Perine, Samaje",RB,DEN,25,"5'10""",236 lbs,9/16/95
"Perry, A.T.",WR,NO,17,"6'5""",205 lbs,10/26/99
"Perryman, Denzel",LB,HOU,6,"5'11""",240 lbs,12/5/92
"Peterman, Nathan",QB,CHI,14,"6'2""",225 lbs,5/4/94
"Peters, Marcus",CB,LV,24,"6'0""",197 lbs,1/9/93
"Peterson, Patrick",CB,PIT,20,"6'1""",203 lbs,7/11/90
"Petit-Frere, Nicholas",OL,TEN,78,"6'5""",316 lbs,9/15/99
"Philips, Kyle",WR,TEN,18,"5'11""",189 lbs,6/17/99
"Phillips, Adrian",DB,NE,21,"5'11""",208 lbs,3/28/92
"Phillips, Del'Shawn",LB,BAL,53,"6'2""",230 lbs,10/9/96
"Phillips, Harrison",DL,MIN,97,"6'3""",307 lbs,1/25/96
"Phillips, Jacob",LB,CLE,50,"6'3""",228 lbs,4/1/99
"Phillips, Jaelan",LB,MIA,15,"6'5""",263 lbs,5/28/99
"Phillips, Jordan",DT,BUF,97,"6'6""",341 lbs,9/21/92
"Phillips, Kyle",DE,NO,91,"6'4""",277 lbs,5/5/97
"Phillips III, Clark",CB,ATL,34,"5'10""",183 lbs,12/19/01
"Pickens, George",WR,PIT,14,"6'3""",200 lbs,3/4/01
"Pickens, Zacch",DL,CHI,96,"6'4""",300 lbs,3/6/00
"Pickett, Kenny",QB,PIT,8,"6'3""",220 lbs,6/6/98
"Pierce, Alec",WR,IND,14,"6'3""",211 lbs,5/2/00
"Pierce, Dameon",RB,HOU,31,"5'10""",218 lbs,2/1/00
"Pierce, Michael",NT,BAL,58,"6'0""",355 lbs,11/6/92
"Pierre, James",CB,PIT,42,"6'2""",185 lbs,9/16/96
"Pili, Brandon",DT,MIA,96,"6'3""",319 lbs,4/2/99
"Pineiro, Eddy",K,CAR,4,"5'11""",190 lbs,9/13/95
"Pinion, Bradley",P,ATL,13,"6'5""",229 lbs,6/1/94
"Pinnock, Jason",S,NYG,27,"6'0""",205 lbs,6/30/99
"Pinter, Danny",G,IND,63,"6'4""",301 lbs,6/19/96
"Pipkins III, Trey",OT,LAC,79,"6'6""",307 lbs,9/5/96
"Pitre, Jalen",S,HOU,5,"5'11""",198 lbs,6/3/99
"Pittman, Anthony",LB,DET,57,"6'3""",242 lbs,11/24/96
"Pittman Jr., Michael",WR,IND,11,"6'4""",223 lbs,10/5/97
"Pitts, Derrek",CB,TB,38,"6'0""",177 lbs,8/8/98
"Pitts, Kyle",TE,ATL,8,"6'6""",246 lbs,10/6/00
"Pocic, Ethan",C,CLE,55,"6'6""",320 lbs,8/5/95
"Pola-Mao, Isaiah",S,LV,20,"6'4""",205 lbs,6/30/99
"Pollard, Tony",RB,DAL,20,"6'0""",209 lbs,4/30/97
"Porter Jr., Joey",CB,PIT,24,"6'2""",193 lbs,7/26/00
"Powell, Brandon",WR,MIN,4,"5'8""",181 lbs,9/12/95
"Powers, Ben",G,DEN,74,"6'4""",310 lbs,10/29/96
"Poyer, Jordan",S,BUF,21,"6'0""",191 lbs,4/25/91
"Prater, Matt",K,ARI,5,"5'10""",201 lbs,8/10/84
"Pratt, Germaine",LB,CIN,57,"6'3""",250 lbs,5/21/96
"Prentice, Adam",FB,NO,46,"6'0""",245 lbs,1/16/97
"Prescott, Dak",QB,DAL,4,"6'2""",238 lbs,7/29/93
"Prince, Isaiah",OL,ATL,75,"6'7""",305 lbs,7/29/97
"Pringle, Byron",WR,WAS,3,"6'1""",203 lbs,11/17/93
"Pruitt, MyCole",TE,ATL,85,"6'2""",258 lbs,3/24/92
"Pryor, Matt",OL,SF,75,"6'7""",332 lbs,12/16/94
"Purcell, Mike",DL,DEN,98,"6'3""",328 lbs,4/20/91
"Purdy, Brock",QB,SF,13,"6'1""",220 lbs,12/27/99
"Quarterman, Shaquille",LB,JAC,50,"6'0""",240 lbs,10/28/97
"Queen, Patrick",LB,BAL,6,"6'0""",230 lbs,8/13/99
"Quessenberry, David",OT,MIN,76,"6'5""",306 lbs,8/24/90
"Quessenberry, Scott",C,HOU,54,"6'3""",310 lbs,3/23/95
"Quitoriano, Teagan",TE,HOU,84,"6'6""",258 lbs,3/15/00
"Radunz, Dillon",OL,TEN,75,"6'6""",301 lbs,3/28/98
"Ragnow, Frank",C,DET,77,"6'5""",310 lbs,5/17/96
"Raimann, Bernhard",OT,IND,79,"6'6""",303 lbs,9/23/97
"Ramczyk, Ryan",OT,NO,71,"6'6""",314 lbs,4/22/94
"Ramsey, Jalen",CB,MIA,5,"6'1""",208 lbs,10/24/94
"Rankins, Sheldon",DT,HOU,98,"6'2""",305 lbs,4/4/94
"Rapp, Taylor",S,BUF,20,"6'0""",208 lbs,12/22/97
"Ray, Labryan",DT,CAR,93,"6'4""",290 lbs,12/5/97
"Raymond, Kalif",WR,DET,11,"5'8""",180 lbs,8/8/94
"Reader, DJ",DT,CIN,98,"6'3""",335 lbs,7/1/94
"Reagor, Jalen",WR,NE,-,"5'11""",197 lbs,1/2/99
"Reaves, Jeremy",S,WAS,39,"5'11""",200 lbs,8/29/96
"Reddick, Haason",LB,PHI,7,"6'1""",240 lbs,9/22/94
"Reed, D.J.",CB,NYJ,4,"5'9""",188 lbs,11/11/96
"Reed, Jarran",DE,SEA,90,"6'3""",306 lbs,12/16/92
"Reed, Jayden",WR,GB,11,"5'11""",187 lbs,4/28/00
"Reed II, Jerrick",S,SEA,32,"5'9""",196 lbs,8/7/00
"Reeder, Troy",LB,LAR,59,"6'3""",245 lbs,9/13/94
"Reese IV, Otis",LB,TEN,41,"6'3""",214 lbs,7/2/98
"Reeves-Maybin, Jalen",LB,DET,42,"6'1""",226 lbs,1/31/95
"Reid, Justin",S,KC,20,"6'1""",207 lbs,2/15/97
"Reiff, Riley",OL,NE,74,"6'6""",310 lbs,12/1/88
"Renfrow, Hunter",WR,LV,13,"5'10""",185 lbs,12/21/95
"Reynolds, Craig",RB,DET,13,"5'11""",216 lbs,6/15/96
"Reynolds, Josh",WR,DET,8,"6'3""",194 lbs,2/16/95
"Rhodes, Luke",LS,IND,46,"6'2""",238 lbs,12/2/92
"Rhyan, Sean",G,GB,75,"6'5""",321 lbs,9/15/00
"Ricard, Patrick",FB,BAL,42,"6'3""",305 lbs,5/27/94
"Ricci, Giovanni",TE,CAR,45,"6'3""",240 lbs,10/16/96
"Rice, Monty",LB,TEN,56,"6'0""",233 lbs,1/8/99
"Rice, Rashee",WR,KC,4,"6'1""",204 lbs,4/22/00
"Richards, Asim",OL,DAL,76,"6'4""",307 lbs,10/2/00
"Richardson, Anthony",QB,IND,5,"6'4""",244 lbs,5/22/01
"Ricks, Eli",CB,PHI,39,"6'2""",188 lbs,9/26/01
"Ridder, Desmond",QB,ATL,9,"6'3""",207 lbs,8/31/99
"Ridgeway, Hassan",DT,HOU,91,"6'3""",305 lbs,11/2/94
"Ridgeway, John",DT,WAS,91,"6'5""",321 lbs,5/7/99
"Ridley, Calvin",WR,JAC,0,"6'1""",190 lbs,12/20/94
"Riley, Duke",LB,MIA,45,"6'1""",227 lbs,8/9/94
"Riley, Elijah",S,PIT,37,"6'0""",205 lbs,6/12/98
"Riley, Jordon",DL,NYG,95,"6'5""",325 lbs,5/19/98
"Ringo, Kelee",CB,PHI,22,"6'2""",207 lbs,6/27/02
"Rivers, Derek",DE,HOU,95,"6'5""",250 lbs,5/9/94
"Rivers, Ronnie",RB,LAR,20,"5'9""",195 lbs,1/31/99
"Roach, Malcolm",DL,NO,97,"6'3""",290 lbs,6/9/98
"Robbins, Brad",P,CIN,10,"6'1""",205 lbs,10/6/98
"Roberts, Elandon",LB,PIT,50,"6'1""",238 lbs,4/22/94
"Roberts, Sam",DL,NE,96,"6'5""",300 lbs,4/14/98
"Robertson, Amik",CB,LV,21,"5'9""",183 lbs,7/6/98
"Robertson-Harris, Roy",DL,JAC,95,"6'5""",290 lbs,7/23/93
"Robinson, Aaron",CB,NYG,33,"6'1""",193 lbs,11/10/97
"Robinson, A'Shawn",DT,NYG,91,"6'3""",320 lbs,3/21/95
"Robinson, Bijan",RB,ATL,7,"5'11""",215 lbs,1/30/02
"Robinson, Brian",RB,WAS,8,"6'1""",228 lbs,3/22/99
"Robinson, Cam",OL,JAC,74,"6'6""",335 lbs,10/9/95
"Robinson, Demarcus",WR,LAR,15,"6'1""",203 lbs,9/21/94
"Robinson, Dominique",DL,CHI,90,"6'5""",253 lbs,7/2/98
"Robinson, Jammie",S,CAR,22,"5'11""",190 lbs,1/24/01
"Robinson, Mark",LB,PIT,93,"5'11""",235 lbs,8/14/99
"Robinson, Tavius",LB,BAL,95,"6'6""",258 lbs,1/3/99
"Robinson, Wan'Dale",WR,NYG,17,"5'8""",185 lbs,1/5/01
"Robinson II, Allen",WR,PIT,11,"6'2""",220 lbs,8/24/93
"Rodgers, Aaron",QB,NYJ,8,"6'2""",223 lbs,12/2/83
"Rodgers Sr., Isaiah",DB,PHI,-,"5'10""",170 lbs,1/7/98
"Rodriguez, Malcolm",LB,DET,44,"5'11""",234 lbs,3/29/99
"Rodriguez Jr., Christopher",RB,WAS,23,"5'11""",224 lbs,9/26/00
"Rogers, Armani",TE,WAS,88,"6'5""",225 lbs,12/4/97
"Ross, Justyn",WR,KC,8,"6'4""",210 lbs,12/15/99
"Rousseau, Greg",DE,BUF,50,"6'6""",266 lbs,4/5/00
"Roy, Jaquelin",DL,MIN,93,"6'3""",305 lbs,10/22/00
"Rozeboom, Christian",LB,LAR,56,"6'2""",230 lbs,1/30/97
"Ruckert, Jeremy",TE,NYJ,89,"6'5""",250 lbs,8/11/00
"Rudolph, Mason",QB,PIT,2,"6'5""",235 lbs,7/17/95
"Ruiz, Cesar",C,NO,51,"6'4""",316 lbs,6/14/99
"Rumph II, Chris",LB,LAC,94,"6'2""",244 lbs,10/19/98
"Runyan, Jon",G,GB,76,"6'4""",307 lbs,8/8/97
"Rush, Cooper",QB,DAL,10,"6'3""",225 lbs,11/21/93
"Rush, Darius",CB,KC,30,"6'2""",198 lbs,2/22/00
"Russell, Chapelle",LB,PIT,49,"6'1""",230 lbs,1/20/97
"Ryland, Chad",K,NE,37,"6'0""",195 lbs,10/15/99
"Rypien, Brett",QB,LAR,11,"6'2""",202 lbs,7/9/96
"Saldiveri, Nick",OL,NO,64,"6'6""",316 lbs,8/14/00
"Salyer, Jamaree",OL,LAC,68,"6'4""",325 lbs,7/13/00
"Sample, Cam",DE,CIN,96,"6'3""",272 lbs,9/20/99
"Sample, Drew",TE,CIN,89,"6'5""",255 lbs,4/16/96
"Samuel, Curtis",WR,WAS,4,"5'11""",195 lbs,8/11/96
"Samuel, Deebo",WR,SF,19,"6'0""",215 lbs,1/15/96
"Samuel Jr., Asante",CB,LAC,26,"5'10""",180 lbs,10/3/99
"Sanborn, Jack",LB,CHI,57,"6'2""",234 lbs,7/29/00
"Sanchez, Rigoberto",P,IND,8,"6'0""",195 lbs,9/8/94
"Sanders, Drew",LB,DEN,41,"6'5""",233 lbs,12/31/00
"Sanders, Jason",K,MIA,7,"5'11""",195 lbs,11/16/95
"Sanders, Miles",RB,CAR,6,"5'11""",210 lbs,5/1/97
"Sanders, Myjai",LB,ARI,41,"6'5""",248 lbs,7/12/98
"Santos, Cairo",K,CHI,8,"5'8""",175 lbs,11/12/91
"Sarell, Foster",OT,LAC,73,"6'6""",322 lbs,8/28/98
"Saunders, Khalen",DT,NO,99,"6'0""",324 lbs,8/9/96
"Savage, Darnell",S,GB,26,"5'11""",198 lbs,7/30/97
"Scaife Jr., DJ",OT,HOU,60,"6'3""",321 lbs,2/17/00
"Scales, Patrick",LS,CHI,48,"6'3""",226 lbs,2/11/88
"Scharping, Max",G,CIN,74,"6'6""",325 lbs,8/10/96
"Scherff, Brandon",OL,JAC,68,"6'5""",315 lbs,12/26/91
"Schlottmann, Austin",G,MIN,65,"6'6""",300 lbs,9/18/95
"Schmitz, John Michael",OL,NYG,61,"6'4""",310 lbs,3/19/99
"Schooler, Brenden",DB,NE,41,"6'1""",210 lbs,5/30/97
"Schoonmaker, Luke",TE,DAL,86,"6'5""",250 lbs,9/28/98
"Schultz, Dalton",TE,HOU,86,"6'5""",244 lbs,7/11/96
"Schwartz, Anthony",WR,CLE,10,"6'0""",186 lbs,9/5/00
"Schweitzer, Wes",OL,NYJ,71,"6'4""",300 lbs,9/11/93
"Scott, Boston",RB,PHI,35,"5'6""",203 lbs,4/27/95
"Scott, Daniel",S,IND,31,"6'1""",208 lbs,10/26/98
"Scott, JK",P,LAC,16,"6'5""",208 lbs,10/30/95
"Scott, Nick",S,CIN,33,"5'11""",200 lbs,5/17/95
"Scott, Trent",OT,WAS,73,"6'5""",320 lbs,1/25/94
"Scott, Tyler",WR,CHI,13,"5'11""",185 lbs,10/12/01
"Scott Jr., Eric",CB,DAL,37,"6'0""",197 lbs,8/7/98
"Scruggs, Juice",C,HOU,70,"6'3""",308 lbs,1/19/00
"Sermon, Trey",RB,PHI,22,"6'0""",215 lbs,1/30/99
"Settle, Tim",DT,BUF,99,"6'3""",313 lbs,7/11/97
"Seumalo, Isaac",G,PIT,73,"6'4""",303 lbs,10/29/93
"Sewell, Nephi",LB,NO,45,"6'0""",228 lbs,12/19/98
"Sewell, Noah",LB,CHI,44,"6'2""",253 lbs,4/26/02
"Sewell, Penei",OT,DET,58,"6'5""",335 lbs,10/9/00
"Seymour, Kevon",CB,BAL,25,"6'0""",188 lbs,11/30/93
"Shaheed, Rashid",WR,NO,22,"6'0""",180 lbs,8/31/98
"Shakir, Khalil",WR,BUF,10,"6'0""",190 lbs,2/3/00
"Sharpe, David",OT,CAR,74,"6'6""",343 lbs,10/21/95
"Shatley, Tyler",OL,JAC,69,"6'3""",305 lbs,5/5/91
"Shelley, Duke",DB,LAR,26,"5'8""",183 lbs,10/8/96
"Shelton, Coleman",OL,LAR,65,"6'4""",299 lbs,7/28/95
"Shenault Jr., Laviska",WR,CAR,5,"6'1""",220 lbs,10/5/98
"Shepard, Sterling",WR,NYG,3,"5'10""",196 lbs,2/10/93
"Shepherd, Nathan",DT,NO,93,"6'4""",315 lbs,10/9/93
"Sherfield, Trent",WR,BUF,16,"6'1""",205 lbs,2/26/96
"Sherwood, Jamien",LB,NYJ,44,"6'2""",216 lbs,1/12/00
"Shorter, Justin",WR,BUF,18,"6'4""",223 lbs,4/17/00
"Sieg, Trent",LS,DAL,44,"6'3""",240 lbs,5/19/95
"Sieler, Zach",DT,MIA,92,"6'6""",300 lbs,9/7/95
"Sills, Josh",G,IND,65,"6'6""",325 lbs,1/26/98
"Silvera, Nesta Jade",DT,LV,99,"6'2""",315 lbs,1/23/00
"Simmons, Isaiah",S,NYG,19,"6'4""",238 lbs,7/26/98
"Simmons, Jeffery",DT,TEN,98,"6'4""",305 lbs,7/28/97
"Simmons, Justin",S,DEN,31,"6'2""",202 lbs,11/19/93
"Simpson, John",G,BAL,76,"6'4""",330 lbs,8/19/97
"Simpson, Trenton",LB,BAL,30,"6'2""",238 lbs,6/14/01
"Sims, Ben",TE,GB,89,"6'5""",250 lbs,5/16/00
"Singletary, Devin",RB,HOU,26,"5'7""",203 lbs,9/3/97
"Singleton, Alex",LB,DEN,49,"6'2""",240 lbs,12/7/93
"Siposs, Arryn",P,PHI,10,"6'2""",212 lbs,11/25/92
"Skinner, JL",S,DEN,34,"6'4""",220 lbs,4/16/01
"Skoronski, Peter",OL,TEN,77,"6'4""",313 lbs,7/31/01
"Skowronek, Ben",WR,LAR,18,"6'3""",224 lbs,6/27/97
"Skule, Justin",OT,TB,77,"6'6""",315 lbs,11/23/96
"Slater, Matthew",WR,NE,18,"6'0""",205 lbs,9/9/85
"Slater, Rashawn",OT,LAC,70,"6'4""",315 lbs,3/26/99
"Slaton, T.J.",DL,GB,93,"6'4""",330 lbs,10/3/97
"Slay, Darius",CB,PHI,2,"6'0""",190 lbs,1/1/91
"Slayton, Darius",WR,NYG,86,"6'1""",194 lbs,1/12/97
"Slye, Joey",K,WAS,6,"5'11""",213 lbs,4/10/96
"Smartt, Stone",TE,LAC,84,"6'4""",226 lbs,10/4/98
"Smith, Braden",OT,IND,72,"6'6""",312 lbs,3/25/96
"Smith, Cam",CB,MIA,24,"6'1""",180 lbs,12/21/00
"Smith, Christopher",S,LV,29,"5'11""",192 lbs,5/1/00
"Smith, D'Ante",OT,CIN,70,"6'5""",309 lbs,6/9/98
"Smith, DeVonta",WR,PHI,6,"6'0""",170 lbs,11/14/98
"Smith, Donovan",OT,KC,79,"6'6""",338 lbs,6/23/93
"Smith, Geno",QB,SEA,7,"6'3""",221 lbs,10/10/90
"Smith, Harrison",S,MIN,22,"6'2""",211 lbs,2/2/89
"Smith, Jonnu",TE,ATL,81,"6'3""",248 lbs,8/22/95
"Smith, Kaden",TE,WAS,45,"6'5""",249 lbs,4/24/97
"Smith, Keith",FB,ATL,40,"6'0""",240 lbs,4/8/92
"Smith, Kion",OT,MIA,71,"6'5""",306 lbs,10/7/98
"Smith, Mazi",DT,DAL,58,"6'3""",337 lbs,6/16/01
"Smith, Nolan",LB,PHI,3,"6'2""",238 lbs,1/18/01
"Smith, Preston",LB,GB,91,"6'5""",265 lbs,11/17/92
"Smith, Roquan",LB,BAL,0,"6'1""",236 lbs,4/8/97
"Smith, Terell",DB,CHI,32,"6'0""",207 lbs,7/27/99
"Smith, Tremon",CB,DEN,1,"6'0""",190 lbs,7/20/96
"Smith, Tre'quan",WR,NO,10,"6'2""",210 lbs,1/7/96
"Smith, Trey",OL,KC,65,"6'6""",321 lbs,6/16/99
"Smith, Tyler",OL,DAL,73,"6'6""",332 lbs,4/3/01
"Smith, Tyreke",LB,SEA,92,"6'3""",255 lbs,2/14/00
"Smith, Tyron",OT,DAL,77,"6'5""",320 lbs,12/12/90
"Smith, Za'Darius",DE,CLE,99,"6'4""",270 lbs,9/8/92
"Smith Jr., Irv",TE,CIN,81,"6'2""",240 lbs,8/9/98
"Smith-Marsette, Ihmir",WR,CAR,11,"6'1""",185 lbs,8/29/99
"Smith-Njigba, Jaxon",WR,SEA,11,"6'0""",197 lbs,2/14/02
"Smith-Schuster, JuJu",WR,NE,7,"6'1""",215 lbs,11/22/96
"Smith-Williams, James",DE,WAS,96,"6'4""",265 lbs,7/29/97
"Smoot, Dawuane",LB,JAC,91,"6'3""",275 lbs,3/2/95
"Smythe, Durham",TE,MIA,81,"6'6""",246 lbs,9/8/95
"Sneed, L'Jarius",CB,KC,38,"6'1""",192 lbs,1/21/97
"Sorsdal, Colby",OL,DET,75,"6'6""",315 lbs,3/1/00
"Sow, Sidy",OL,NE,62,"6'5""",318 lbs,6/8/98
"Spears, Tyjae",RB,TEN,32,"5'10""",200 lbs,6/15/01
"Spector, Baylon",LB,BUF,54,"6'0""",233 lbs,10/20/98
"Speed, Ameer",DB,NE,28,"6'3""",215 lbs,10/13/99
"Speed, E.J.",LB,IND,45,"6'4""",227 lbs,6/1/95
"Spillane, Robert",LB,LV,41,"6'1""",229 lbs,12/14/95
"Spiller, Isaiah",RB,LAC,28,"6'1""",215 lbs,8/9/01
"St. Brown, Amon-Ra",WR,DET,14,"6'0""",202 lbs,10/24/99
"St. Brown, Equanimeous",WR,CHI,19,"6'5""",214 lbs,9/30/96
"Stafford, Matthew",QB,LAR,9,"6'3""",220 lbs,2/7/88
"Stanley, Ronnie",OT,BAL,79,"6'6""",315 lbs,3/18/94
"Steele, Terence",OT,DAL,78,"6'6""",310 lbs,6/4/97
"Steen, Tyler",OL,PHI,56,"6'6""",321 lbs,6/24/00
"Stephens, Brandon",DB,BAL,21,"6'1""",215 lbs,12/29/97
"Stephens Jr., John",WR,DAL,49,"6'5""",221 lbs,9/23/99
"Sterns, Caden",S,DEN,30,"6'1""",207 lbs,11/2/99
"Stevenson, Rhamondre",RB,NE,38,"6'0""",227 lbs,2/23/98
"Stevenson, Tyrique",DB,CHI,29,"6'0""",204 lbs,5/26/00
"Stewart, Grover",DT,IND,90,"6'4""",314 lbs,10/20/93
"Stewart, M.J.",S,HOU,29,"5'11""",200 lbs,9/16/95
"Stick, Easton",QB,LAC,2,"6'1""",224 lbs,9/15/95
"Stidham, Jarrett",QB,DEN,4,"6'3""",215 lbs,8/8/96
"Stills, Dante",DT,ARI,55,"6'4""",286 lbs,12/14/99
